country,region,year,industry,gas_type,emissions_mt
United States,North America,2015,Land Use,HFCs,3.867
United States,North America,2001,Transport,CH4,85.718
Mexico,North America,2000,Energy,N2O,6.877
South Africa,Africa,2013,Waste,CO2,5.022
United Kingdom,Europe,2003,Industrial Processes,N2O,0.45
China,Asia,2009,Energy,CO2,2759.346
Germany,Europe,2003,Waste,SF6,
India,Asia,2014,Land Use,N2O,58.995
China,Asia,2001,Industrial Processes,SF6,43.924
Russia,Europe,2021,Energy,CH4,185.162
Australia,Oceania,2000,Land Use,CO2,6.429
China,Asia,2010,Agriculture,CO2,143.745
Japan,Asia,2015.0,Waste,CO2,6.081
Brazil,South America,2012,Waste,CH4,25.598
United Kingdom,Europe,2002,Energy,HFCs,3.777
France,Europe,2017,Energy,HFCs,2.194
Germany,Europe,2007,Transport,N2O,14.881
South Africa,Africa,2004,Waste,SF6,0.264
India,Asia,2019,Buildings,CH4,97.757
United States,North America,2018,Land Use,SF6,0.931
South Africa,Africa,2014,Industrial Processes,N2O,0.507
India,Asia,2011,Land Use,CO2,60.088
Mexico,North America,2006,Waste,N2O,4.769
Japan,Asia,2005,Manufacturing,CO2,154.097
China,Asia,2002,Buildings,CH4,132.625
Japan,Asia,2013,Transport,HFCs,8.126
South Africa,Africa,2019,Industrial Processes,CH4,0.282
Brazil,South America,2004.0,Waste,CO2,7.245
Brazil,South America,2014,Manufacturing,HFCs,6.999
France,Europe,2022,Buildings,HFCs,6.912
United Kingdom,Europe,2013,Transport,N2O,8.886
India,Asia,2021,Transport,SF6,10.796
China,Asia,2007,Energy,CO2,2935.899
France,Europe,2009,Waste,SF6,0.109
Australia,Oceania,2015,Buildings,SF6,0.379
Germany,Europe,2005,Transport,CO2,114.359
South Korea,Asia,2008.0,Energy,CO2,185.716
Canada,North America,2020,Industrial Processes,SF6,1.987
Canada,North America,2015,Buildings,CH4,12.314
India,Asia,2002,Waste,CO2,43.265
Germany,Europe,2014,Energy,SF6,3.901
South Korea,Asia,2014,Buildings,N2O,8.337
Brazil,South America,2009,Industrial Processes,HFCs,2.14
United States,North America,2015,Industrial Processes,HFCs,12.046
India,Asia,2020,Land Use,SF6,2.073
South Africa,Africa,2023,Transport,HFCs,2.775
India,Asia,2009,Industrial Processes,CO2,37.976
South Korea,Asia,2017,Buildings,N2O,8.59
India,Asia,2014,Manufacturing,CO2,662.041
Japan,Asia,2000,Manufacturing,CH4,28.128
Russia,Europe,2003,Waste,CO2,11.652
China,Asia,2011,Manufacturing,CO2,2498.661
Russia,Europe,2005,Waste,CO2,11.697
Japan,Asia,2009,Agriculture,SF6,0.401
Australia,Oceania,2013,Land Use,SF6,0.162
Germany,Europe,2020,Transport,SF6,0.941
India,Asia,2011,Transport,CH4,33.612
Australia,Oceania,2021,Transport,N2O,9.271
South Africa,Africa,2014,Buildings,HFCs,2.752
Canada,North America,2018,Buildings,SF6,0.806
Australia,Oceania,2010,Waste,SF6,0.192
Brazil,South America,2014,Agriculture,HFCs,12.091
United States,North America,2019,Energy,N2O,
Russia,Europe,2010,Manufacturing,SF6,18.316
India,Asia,2007,Energy,,233.835
Germany,Europe,2010,Land Use,,0.1
United Kingdom,Europe,2020,Manufacturing,CH4,3.643
China,Asia,2004,Agriculture,HFCs,44.747
Mexico,North America,2018,Manufacturing,SF6,3.929
United States,North America,2020,Industrial Processes,CO2,19.173
South Korea,Asia,2012,Agriculture,CO2,4.082
China,Asia,2000,Land Use,CH4,75.783
India,Asia,2002,Industrial Processes,SF6,10.8
Canada,North America,2003,Energy,SF6,5.51
United States,North America,2007,Transport,N2O,144.875
China,Asia,2009,Industrial Processes,SF6,62.658
India,Asia,2004,Transport,CO2,449.672
United Kingdom,Europe,2018,Industrial Processes,HFCs,0.668
Russia,Europe,2003,Manufacturing,CH4,37.005
Mexico,North America,2008,Transport,SF6,1.267
Australia,Oceania,2018,Land Use,SF6,0.152
Australia,Oceania,2004,Agriculture,CO2,
Mexico,North America,2000,Agriculture,N2O,19.631
France,Europe,2021,Land Use,N2O,1.124
Japan,Asia,2003,Land Use,CO2,0.1
South Korea,Asia,2002,Industrial Processes,SF6,1.933
Japan,Asia,2015,Industrial Processes,HFCs,2.315
Indonesia,Asia,2004,Waste,CO2,9.023
South Korea,Asia,2009,Waste,CO2,3.866
South Africa,Africa,2006,Waste,CO2,4.637
France,Europe,2002,Industrial Processes,CO2,1.902
,Asia,2010,Manufacturing,SF6,10.704
Japan,Asia,2010,Manufacturing,N2O,24.305
Mexico,North America,2019,Manufacturing,CH4,7.592
Indonesia,Asia,2010,Manufacturing,N2O,8.083
Russia,Europe,2020,Buildings,N2O,11.903
Brazil,South America,2007,Agriculture,CH4,168.331
South Korea,Asia,2015,Agriculture,CO2,4.368
Canada,North America,2018,Land Use,SF6,0.135
Indonesia,Asia,2020,Manufacturing,CH4,9.267
Russia,Europe,2014,Land Use,SF6,0.404
Germany,Europe,2013,Manufacturing,CO2,79.765
Germany,Europe,2008,Waste,SF6,0.281
United States,North America,2006.0,Agriculture,HFCs,21.295
United Kingdom,Europe,2003,Energy,SF6,2.201
Brazil,South America,2020,Land Use,N2O,84.296
Germany,Europe,2006,Industrial Processes,SF6,2.199
France,Europe,2014,Manufacturing,CH4,1.579
Australia,Oceania,2018,Buildings,CH4,5.269
United States,North America,2009,,CH4,90.454
Germany,Europe,2021.0,Industrial Processes,N2O,1.175
Russia,Europe,2012,Manufacturing,SF6,17.915
South Korea,Asia,2019,Industrial Processes,HFCs,4.419
South Africa,Africa,2001,Waste,CO2,5.156
Mexico,North America,2014,Agriculture,HFCs,3.129
Japan,Asia,2019,Energy,HFCs,11.044
South Africa,Africa,2017,Transport,N2O,5.882
Australia,Oceania,2004,Land Use,CO2,5.896
Russia,Europe,2020,Agriculture,N2O,54.86
Japan,Asia,2022,Buildings,N2O,9.296
South Korea,Asia,2006,Waste,SF6,0.206
Indonesia,Asia,2002,Waste,CO2,7.829
Japan,Asia,2017,Agriculture,SF6,0.389
France,Europe,2018,Buildings,SF6,0.504
Russia,Europe,2009,Transport,HFCs,10.855
France,Europe,2019,Waste,N2O,1.515
India,Asia,2018,Buildings,SF6,5.952
India,Asia,2000,Manufacturing,CO2,429.483
United Kingdom,Europe,2007,Buildings,N2O,6.048
Japan,Asia,2009,Agriculture,HFCs,1.498
Indonesia,Asia,2008,Agriculture,HFCs,7.307
Indonesia,Asia,2018,Agriculture,CH4,129.03
Australia,Oceania,2022,Waste,CO2,
Canada,North America,2019,Buildings,N2O,7.692
United States,North America,2011,Manufacturing,HFCs,63.971
South Korea,Asia,2005,Transport,SF6,1.102
Canada,North America,2004,Waste,SF6,0.293
France,Europe,2010,Waste,N2O,1.753
South Africa,Africa,2002,Transport,SF6,0.543
Canada,North America,2023,Agriculture,N2O,18.681
China,Asia,2008,Manufacturing,SF6,160.063
Brazil,South America,2004,Land Use,CO2,87.661
India,Asia,2023,Land Use,SF6,2.42
Canada,North America,2020,Industrial Processes,CH4,0.6
Indonesia,Asia,2008,Transport,SF6,1.258
Russia,Europe,2018,Transport,HFCs,11.335
France,Europe,2019,Energy,HFCs,1.986
United Kingdom,Europe,2003,Land Use,HFCs,0.174
India,Asia,2006,Manufacturing,N2O,79.214
Australia,Oceania,2023,Waste,CH4,11.922
Russia,Europe,2015,Transport,HFCs,9.904
United States,North America,2012,Land Use,CO2,43.003
Australia,Oceania,2014,Land Use,CO2,6.146
Brazil,South America,2003,Energy,CO2,110.648
South Africa,Africa,2013,Industrial Processes,SF6,0.799
China,Asia,2002,Buildings,N2O,83.958
Brazil,South America,2015,Manufacturing,N2O,7.472
India,Asia,2004,Waste,SF6,2.596
Japan,Asia,2010,Waste,CH4,19.399
Japan,Asia,2012,Energy,SF6,8.253
France,Europe,2023,Land Use,CH4,
Japan,Asia,2014,Industrial Processes,SF6,1.609
India,Asia,2005,Buildings,CO2,235.932
South Africa,Africa,2018,Industrial Processes,SF6,0.796
United States,North America,2001,Buildings,N2O,82.463
Japan,Asia,2000,Land Use,CO2,0.1
China,Asia,2015,Buildings,SF6,14.68
Canada,North America,2016,Energy,SF6,4.83
South Africa,Africa,2012,Transport,SF6,0.62
Brazil,South America,2010,Industrial Processes,CH4,0.467
India,Asia,2002,Buildings,CO2,217.473
,North America,2018,Land Use,N2O,6.344
India,Asia,2001,Buildings,SF6,3.069
Mexico,North America,2023,Energy,CO2,136.618
South Korea,Asia,2016,Manufacturing,CH4,24.725
Japan,Asia,2017,Land Use,HFCs,0.1
South Africa,Africa,2014,Transport,CO2,52.704
,Africa,2010,Manufacturing,CH4,6.58
India,Asia,2002,Energy,N2O,55.902
France,Europe,2020,Land Use,CH4,0.515
India,Asia,2009,Land Use,N2O,47.033
Russia,Europe,2002,Land Use,HFCs,1.564
France,Europe,2020,Manufacturing,HFCs,1.299
South Africa,Africa,2023,Agriculture,CO2,7.989
China,Asia,2000,Transport,HFCs,60.971
Japan,Asia,2003,Energy,HFCs,14.734
South Africa,Africa,2002,Industrial Processes,CH4,0.23
India,Asia,2014,Manufacturing,HFCs,109.822
Germany,Europe,2008,Buildings,SF6,0.897
United Kingdom,Europe,2014,Energy,HFCs,2.606
United Kingdom,Europe,2012,Industrial Processes,SF6,0.518
Russia,Europe,2008,Buildings,CH4,19.39
South Africa,Africa,2007,Energy,SF6,5.113
Australia,Oceania,2008,Energy,CH4,40.771
Canada,North America,2000.0,Agriculture,CO2,7.452
Indonesia,Asia,2005,Buildings,CH4,1.344
Russia,Europe,2019,Agriculture,CH4,102.199
Indonesia,Asia,2021,Agriculture,CH4,136.055
Indonesia,Asia,2009,Industrial Processes,CH4,0.498
United Kingdom,Europe,2006,Agriculture,HFCs,1.565
Japan,Asia,2014,Agriculture,N2O,12.028
Australia,Oceania,2007,Transport,CO2,74.116
India,Asia,2023,Manufacturing,CH4,132.778
Japan,Asia,2011,Buildings,HFCs,13.662
China,Asia,2004,Buildings,CH4,
Australia,Oceania,2004,Waste,CO2,3.904
United Kingdom,Europe,2007,Manufacturing,HFCs,5.556
United Kingdom,Europe,2012,Industrial Processes,CO2,1.416
United Kingdom,Europe,2008,Buildings,CO2,40.115
India,Asia,2005,Energy,SF6,25.082
Japan,Asia,2013,Industrial Processes,N2O,1.104
Brazil,South America,2014,Buildings,CH4,1.544
Indonesia,Asia,2012,Manufacturing,N2O,9.071
Germany,Europe,2011,Buildings,SF6,0.944
France,Europe,2020,Energy,CO2,47.598
Brazil,South America,2023,Land Use,SF6,2.857
Indonesia,Asia,2015,Buildings,CH4,1.866
Indonesia,Asia,2016,Agriculture,N2O,59.403
Brazil,South America,2014,Land Use,CH4,50.457
Japan,Asia,2001,Land Use,CH4,0.1
United States,North America,2003,Transport,CH4,82.984
India,Asia,2022,Transport,N2O,98.79
South Africa,Africa,2000,Industrial Processes,CH4,0.224
Mexico,North America,2008,Waste,HFCs,0.255
United States,North America,2019,Energy,CO2,1046.813
China,Asia,2020,Industrial Processes,CH4,32.595
Mexico,North America,2007,Land Use,CH4,
India,Asia,2023,Industrial Processes,CH4,7.718
United States,North America,2023,Buildings,SF6,6.434
,South America,2009,Land Use,CH4,45.737
India,Asia,2000,Land Use,HFCs,4.358
Brazil,South America,2023,Buildings,N2O,1.06
France,Europe,2009,Transport,CO2,76.79
Canada,North America,2000,Industrial Processes,,1.517
India,Asia,2010,Waste,HFCs,3.007
Mexico,North America,2006,Energy,N2O,8.137
Canada,North America,2001,Land Use,SF6,0.148
India,Asia,2010,Agriculture,SF6,9.265
Canada,North America,2002,Land Use,CH4,2.775
Australia,Oceania,2015,,HFCs,3.194
France,Europe,2007,Land Use,N2O,1.312
China,Asia,2017,Waste,HFCs,9.357
South Korea,Asia,2020,Transport,HFCs,
China,Asia,2019,Agriculture,N2O,594.383
United Kingdom,Europe,2010,Land Use,CH4,0.753
Indonesia,Asia,2001,Manufacturing,CO2,40.263
China,Asia,2007,Energy,SF6,79.945
India,Asia,2002,Transport,SF6,5.239
Germany,Europe,2022.0,Land Use,CO2,2.0
Australia,Oceania,2004,Transport,CO2,76.542
South Africa,Africa,2003,Transport,HFCs,2.508
United Kingdom,Europe,2009.0,Buildings,CO2,33.551
United States,North America,2019,Waste,N2O,25.739
,Asia,2023,Waste,CO2,5.622
Russia,Europe,2023,Land Use,HFCs,1.466
Japan,Asia,2016,Waste,CO2,5.941
United Kingdom,Europe,2019,Land Use,CH4,0.56
Canada,North America,2005,Waste,CO2,6.098
Indonesia,Asia,2007,Manufacturing,HFCs,7.92
Brazil,South America,2015,Industrial Processes,HFCs,2.512
France,Europe,2005,Transport,CH4,5.834
India,Asia,2016,Waste,SF6,3.766
Germany,Europe,2005,Transport,CH4,7.035
France,Europe,2005,Land Use,N2O,1.411
South Korea,Asia,2007,Buildings,HFCs,9.647
Japan,Asia,2008,Industrial Processes,CO2,4.747
South Korea,Asia,2014,Agriculture,SF6,0.395
France,Europe,2020,Buildings,SF6,0.472
Brazil,South America,2013,Manufacturing,HFCs,7.239
Australia,Oceania,2005,Land Use,N2O,5.448
Russia,Europe,2010,Transport,HFCs,11.567
Germany,Europe,2015.0,Energy,CH4,37.327
Germany,Europe,2020,Manufacturing,SF6,5.142
Brazil,South America,2008,Buildings,CH4,1.49
Mexico,North America,2016,Transport,CH4,6.399
United Kingdom,Europe,2015,Land Use,SF6,0.1
United States,North America,2003,Waste,N2O,32.737
United Kingdom,Europe,2000,Energy,CH4,26.299
France,Europe,2014,Waste,N2O,1.716
United Kingdom,Europe,2016,Energy,HFCs,2.448
,North America,2009,Energy,N2O,7.349
Mexico,North America,2017,Energy,CH4,34.616
Canada,North America,2017,Buildings,N2O,8.12
India,Asia,2019,Buildings,SF6,6.318
Brazil,South America,2012,Manufacturing,SF6,3.308
Brazil,South America,2005,Land Use,CO2,86.364
Australia,Oceania,2012,Transport,CO2,79.196
Indonesia,Asia,2020,Industrial Processes,SF6,1.818
Brazil,South America,2014,Waste,CO2,7.5
Mexico,North America,2000,Transport,CO2,87.906
United Kingdom,Europe,2003,Land Use,CO2,1.627
United Kingdom,Europe,2007,Manufacturing,SF6,2.445
Indonesia,Asia,2001,Agriculture,N2O,41.354
Japan,Asia,2006,Manufacturing,HFCs,24.784
Russia,Europe,2020,Industrial Processes,N2O,1.634
South Korea,Asia,2014,Manufacturing,CH4,21.528
Indonesia,Asia,2004,Transport,CH4,4.924
Mexico,North America,2018,Agriculture,SF6,0.744
China,Asia,2001,Industrial Processes,N2O,29.074
Indonesia,Asia,2023,,SF6,1.642
United Kingdom,Europe,2002,Manufacturing,HFCs,
Germany,Europe,2003,Land Use,CH4,1.436
India,Asia,2005,Waste,CO2,52.45
Germany,Europe,2015,Waste,N2O,4.022
South Korea,Asia,2017,Transport,CH4,6.641
Germany,Europe,2013,Land Use,HFCs,
South Korea,Asia,2020,Transport,SF6,1.236
Canada,North America,2005,Industrial Processes,CH4,0.736
Russia,Europe,2002,Land Use,N2O,14.033
Brazil,South America,2013,Transport,CH4,7.399
South Africa,Africa,2017,Energy,HFCs,7.351
South Korea,Asia,2002,Agriculture,CO2,3.35
Canada,North America,2016,Waste,HFCs,0.267
Canada,North America,2003,Agriculture,CO2,7.065
Indonesia,Asia,2001,Agriculture,CO2,14.231
China,Asia,2019,Land Use,SF6,7.778
Canada,North America,2017,Land Use,SF6,0.127
United States,North America,2018,Land Use,HFCs,3.98
Germany,Europe,2022,Buildings,N2O,6.648
Indonesia,Asia,2003.0,Buildings,CH4,1.395
South Africa,Africa,2019,,N2O,6.982
France,Europe,2011,Transport,N2O,10.94
United Kingdom,Europe,2020,Manufacturing,HFCs,3.485
Japan,Asia,2016,Manufacturing,SF6,11.673
Brazil,South America,2010,Land Use,HFCs,10.429
China,Asia,2022,Land Use,SF6,9.559
India,Asia,2008,Land Use,CO2,51.804
South Korea,Asia,2015,Industrial Processes,CH4,0.86
Mexico,North America,2014,Transport,N2O,13.37
United States,North America,2012,Industrial Processes,CO2,24.574
France,Europe,2002,Agriculture,HFCs,2.948
Japan,Asia,2008,Energy,HFCs,13.044
Australia,Oceania,2022,Waste,CH4,11.828
Russia,Europe,2003,Manufacturing,N2O,35.132
Mexico,North America,2014,Waste,CH4,16.844
Mexico,North America,2023,Industrial Processes,CH4,0.294
Australia,Oceania,2019,Transport,N2O,9.4
Japan,Asia,2020,Transport,HFCs,6.956
Canada,North America,2015,Buildings,SF6,0.836
Japan,Asia,2012,Agriculture,N2O,11.54
South Korea,Asia,2014,Energy,HFCs,8.288
Brazil,South America,2022,Transport,N2O,15.966
Mexico,North America,2011,Agriculture,CH4,43.33
United Kingdom,Europe,2014,Manufacturing,SF6,2.29
Canada,North America,2004,Land Use,SF6,0.142
Indonesia,Asia,2010,Transport,CO2,104.145
India,Asia,2002,Buildings,CH4,51.103
United Kingdom,Europe,2009,Industrial Processes,SF6,0.482
United States,North America,2015,Buildings,CO2,385.244
China,Asia,2011,Agriculture,CO2,160.772
United Kingdom,Europe,2019,Agriculture,CO2,2.722
India,Asia,2007,Waste,N2O,48.849
France,Europe,2005.0,Manufacturing,CH4,1.857
Canada,North America,2008,Waste,HFCs,0.272
South Korea,Asia,2007,Agriculture,CH4,20.273
Germany,Europe,2006,Land Use,CO2,2.864
Japan,Asia,2000,Buildings,N2O,11.764
Brazil,South America,2003,Land Use,CO2,90.796
United States,North America,2000,Manufacturing,N2O,66.832
Mexico,North America,2018,Energy,N2O,8.689
Canada,North America,2007,Manufacturing,CH4,6.942
South Korea,Asia,2012,Manufacturing,HFCs,20.16
Germany,Europe,2013,Agriculture,SF6,0.555
South Korea,Asia,2015,Land Use,CO2,3.239
China,Asia,2023.0,Agriculture,N2O,796.723
Australia,Oceania,2017,Land Use,CH4,
Australia,Oceania,2007,Transport,CH4,4.632
France,Europe,2016,Agriculture,N2O,17.397
Japan,Asia,2009,Transport,SF6,2.111
South Africa,Africa,2021,Industrial Processes,SF6,0.776
United States,North America,2011,Land Use,HFCs,4.412
Japan,Asia,2001,Industrial Processes,N2O,1.223
Germany,Europe,2014,Manufacturing,N2O,11.14
India,Asia,2010,Energy,HFCs,40.207
France,Europe,2023,Energy,CH4,13.04
Japan,Asia,2003,Manufacturing,CH4,27.129
Australia,Oceania,2013,Agriculture,SF6,0.791
Russia,Europe,2005,Waste,CH4,36.731
Mexico,North America,2009,Agriculture,CO2,6.605
Brazil,South America,2014,Industrial Processes,CO2,4.867
Australia,Oceania,2007,Manufacturing,SF6,2.46
South Africa,Africa,2012,Manufacturing,CO2,44.025
Germany,Europe,2010,Manufacturing,N2O,12.972
India,Asia,2015,Agriculture,SF6,12.174
China,Asia,2004,Manufacturing,N2O,287.164
Australia,Oceania,2002,Buildings,SF6,0.352
United Kingdom,Europe,2010,Buildings,N2O,6.328
Germany,Europe,2020,Waste,N2O,3.77
France,Europe,2012,Manufacturing,CH4,1.716
South Africa,Africa,2006,Industrial Processes,CH4,0.25
Canada,North America,2008,Industrial Processes,CH4,0.729
France,Europe,2007,Industrial Processes,N2O,0.372
China,Asia,2011,Manufacturing,N2O,382.934
India,Asia,2018,Buildings,N2O,55.85
Germany,Europe,2008,Manufacturing,CH4,13.792
South Korea,Asia,2001,Agriculture,N2O,9.106
Russia,Europe,2003,Agriculture,HFCs,7.742
Russia,Europe,2023,Industrial Processes,N2O,1.753
Canada,North America,2022,Industrial Processes,SF6,1.862
China,Asia,2001,Buildings,HFCs,113.81
India,Asia,2008,Agriculture,SF6,9.777
Japan,Asia,2020,Agriculture,SF6,0.346
Indonesia,Asia,2010,Agriculture,HFCs,6.975
France,Europe,2008.0,Manufacturing,HFCs,1.708
Australia,Oceania,2017,Energy,CH4,43.929
Indonesia,Asia,2002,Manufacturing,CH4,6.532
Indonesia,Asia,2020,Agriculture,HFCs,9.419
South Africa,Africa,2002,Energy,N2O,10.945
South Korea,Asia,2004,Land Use,HFCs,0.293
Australia,Oceania,2006,Industrial Processes,SF6,1.535
Germany,Europe,2019,Manufacturing,HFCs,10.555
Russia,Europe,2014,Industrial Processes,SF6,2.831
France,Europe,2006,Waste,N2O,2.172
United Kingdom,Europe,2023,Industrial Processes,N2O,0.266
Indonesia,Asia,2005,Land Use,HFCs,6.912
Canada,North America,2007,Manufacturing,HFCs,7.075
Germany,Europe,2002,Industrial Processes,HFCs,
United States,North America,2014,Agriculture,CO2,
China,Asia,2009,Manufacturing,SF6,161.402
India,Asia,2018,Manufacturing,CO2,750.48
France,Europe,2000,Industrial Processes,CH4,0.212
Germany,Europe,2016,Industrial Processes,SF6,1.604
South Africa,Africa,2014,Land Use,CO2,4.064
France,Europe,2000,Energy,HFCs,
Germany,Europe,2011,Agriculture,N2O,17.478
France,Europe,2020,Buildings,CH4,7.634
United States,North America,2010,Waste,CO2,31.647
France,Europe,2023,Agriculture,CH4,26.477
France,Europe,2000,Industrial Processes,N2O,0.427
India,Asia,2013,Manufacturing,SF6,48.49
Mexico,North America,2003,Industrial Processes,SF6,0.771
South Korea,Asia,2020,Buildings,SF6,0.769
Australia,Oceania,2009,Waste,N2O,3.233
China,Asia,2019,Industrial Processes,CO2,301.359
Indonesia,Asia,2023,Buildings,HFCs,2.064
Canada,North America,2005,Transport,N2O,18.722
South Korea,Asia,2003,Waste,HFCs,0.206
Australia,Oceania,2007,Manufacturing,CH4,4.736
Russia,Europe,2014,Transport,CO2,219.911
Canada,North America,2004,Agriculture,CO2,7.305
Germany,Europe,2005,Waste,SF6,0.305
China,Asia,2014,Energy,HFCs,143.745
India,Asia,2013,Industrial Processes,N2O,
Russia,Europe,2014,Waste,HFCs,0.606
South Korea,Asia,2000,Industrial Processes,CH4,0.621
Australia,Oceania,2002,Agriculture,N2O,23.14
Australia,Oceania,2022,Agriculture,CO2,7.795
Mexico,North America,2001,Industrial Processes,HFCs,1.286
South Africa,Africa,2002,Land Use,SF6,0.102
Mexico,North America,2015.0,Energy,N2O,8.338
Brazil,South America,2020,Land Use,SF6,2.552
Indonesia,Asia,2017,Land Use,CH4,52.409
Australia,Oceania,2006,Energy,N2O,9.366
Canada,North America,2013,Agriculture,N2O,20.289
United Kingdom,Europe,2008,Waste,N2O,1.911
South Africa,Africa,2019,Agriculture,CH4,43.616
United States,North America,2020.0,Transport,HFCs,50.101
Russia,Europe,2005,Buildings,CH4,21.509
France,Europe,2019,Land Use,SF6,0.1
